web-scraper-order,web-scraper-start-url,Chien_links_description,Chien_links_description-href,Race,Age,Adresse,Price,Nom,Lien_image
"1738974657-271","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737","Chiot bichon maltais","3 années","Sicap Liberté, Dakar, Sénégal","165 000 CFA","Chiot bichon maltais","165 000 CFA"
"1738974660-272","https://sn.coinafrique.com/categorie/chiens?page=7","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212","Bichon maltais","3 années","Almadies, Dakar, Sénégal","Prix sur demande","Bichon maltais","Prix sur demande"
"1738974664-273","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3309512","Chiots","3 années","Thies, Sénégal","Prix sur demande","Chiots","Prix sur demande"
"1738974667-274","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3314578","Chiots","3 années","Dakar, Sénégal","40 000 CFA","Chiots","40 000 CFA"
"1738974671-275","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3317614","Chiots","3 années","Dakar, Sénégal","40 000 CFA","Chiots","40 000 CFA"
"1738974674-276","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3328493","Chiots malinois","3 années","Fass, Dakar, Sénégal","250 000 CFA","Chiots malinois","250 000 CFA"
"1738974677-277","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3328494","Chiots berger allemand","3 années","Fass, Dakar, Sénégal","160 000 CFA","Chiots berger allemand","160 000 CFA"
"1738974681-278","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots cane corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-3328496","Chiots cane corso","3 années","Fass, Dakar, Sénégal","400 000 CFA","Chiots cane corso","400 000 CFA"
"1738974684-279","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pembroke Welch Corgi","https://sn.coinafrique.com/annonce/chiens/chien-pembroke-welch-corgi-3338430","Chien Pembroke Welch Corgi","3 années","Dakar, Sénégal","Prix sur demande","Chien Pembroke Welch Corgi","Prix sur demande"
"1738974687-280","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3338576","Chien berger allemand","3 années","Dakar, Sénégal","109 000 CFA","Chien berger allemand","109 000 CFA"
"1738974692-281","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand  husky","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-husky-3344836","Chiots berger allemand  husky","3 années","Fass, Dakar, Sénégal","120 000 CFA","Chiots berger allemand  husky","120 000 CFA"
"1738974696-282","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3347884","Chiot","3 années","Parcelle Assainies, Dakar, Sénégal","150 000 CFA","Chiot","150 000 CFA"
"1738974699-283","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3348655","Chiots berger allemand","3 années","Hann Bel-Air, Dakar, Sénégal","100 000 CFA","Chiots berger allemand","100 000 CFA"
"1738974702-284","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3358891","Chiot Bichon maltais","3 années","Sicap Liberté, Dakar, Sénégal","300 000 CFA","Chiot Bichon maltais","300 000 CFA"
"1738974705-285","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots boerboels","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238","Chiots boerboels","3 années","Thies, Sénégal","450 000 CFA","Chiots boerboels","450 000 CFA"
"1738974709-286","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger belge malinois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373","Chien berger belge malinois","3 années","Rufisque, Sénégal","300 000 CFA","Chien berger belge malinois","300 000 CFA"
"1738974712-287","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797","Chiot pitbull","3 années","Rufisque, Sénégal","300 000 CFA","Chiot pitbull","300 000 CFA"
"1738974717-288","https://sn.coinafrique.com/categorie/chiens?page=7","Pitbull pur-sang","https://sn.coinafrique.com/annonce/chiens/pitbull-pur-sang-3368452","Pitbull pur-sang","3 années","Dakar, Sénégal","150 000 CFA","Pitbull pur-sang","150 000 CFA"
"1738974721-289","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3368938","Chiot berger allemand","3 années","Keur Massar, Sénégal","150 000 CFA","Chiot berger allemand","150 000 CFA"
"1738974724-290","https://sn.coinafrique.com/categorie/chiens?page=7","Femelle berger","https://sn.coinafrique.com/annonce/chiens/femelle-berger-3376533","Femelle berger","3 années","Dakar, Sénégal","220 CFA","Femelle berger","220 CFA"
"1738974728-291","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644","Chiots berger allemand","3 années","Parcelle Assainies, Dakar, Sénégal","175 CFA","Chiots berger allemand","175 CFA"
"1738974731-292","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709","Chiots berger allemand","3 années","Parcelle Assainies, Dakar, Sénégal","175 CFA","Chiots berger allemand","175 CFA"
"1738974735-293","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3384914","Chiot labrador","3 années","Point E, Dakar, Sénégal","115 000 CFA","Chiot labrador","115 000 CFA"
"1738974738-294","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand pur-sang","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-pur-sang-3386631","Chiot berger allemand pur-sang","3 années","Dakar, Sénégal","150 000 CFA","Chiot berger allemand pur-sang","150 000 CFA"
"1738974742-295","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Shiba","https://sn.coinafrique.com/annonce/chiens/chiot-shiba-3391753","Chiot Shiba","3 années","Dakar, Sénégal","12 000 000 CFA","Chiot Shiba","12 000 000 CFA"
"1738974745-296","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3391757","Chiot Labrador","3 années","Dakar, Sénégal","600 000 CFA","Chiot Labrador","600 000 CFA"
"1738974748-297","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Cockers","https://sn.coinafrique.com/annonce/chiens/chiot-cockers-3392834","Chiot Cockers","3 années","Guediawaye, Dakar, Sénégal","300 000 CFA","Chiot Cockers","300 000 CFA"
"1738974760-298","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3401220","Chiots bergers allemands","3 années","Keur Massar, Sénégal","175 000 CFA","Chiots bergers allemands","175 000 CFA"
"1738974763-299","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Cairn Terrier","https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879","Chiot Cairn Terrier","3 années","Mamelles, Dakar, Sénégal","75 000 CFA","Chiot Cairn Terrier","75 000 CFA"
"1738974766-300","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3410404","Chiot bichon","3 années","Mermoz-Sacré Coeur, Dakar, Sénégal","170 000 CFA","Chiot bichon","170 000 CFA"
"1738974770-301","https://sn.coinafrique.com/categorie/chiens?page=6","Chien bichon maltais mâle","https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-male-3412462","Chien bichon maltais mâle","3 années","Almadies, Dakar, Sénégal","200 000 CFA","Chien bichon maltais mâle","200 000 CFA"
"1738974773-302","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3423235","Chiots","3 années","Yoff, Dakar, Sénégal","Prix sur demande","Chiots","Prix sur demande"
"1738974776-303","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3424026","Chiot","3 années","Yoff, Dakar, Sénégal","100 CFA","Chiot","100 CFA"
"1738974779-304","https://sn.coinafrique.com/categorie/chiens?page=6","Chien pitbull mâle","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3426533","Chien pitbull mâle","3 années","Dakar, Sénégal","170 000 CFA","Chien pitbull mâle","170 000 CFA"
"1738974783-305","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3428785","Chiot bichon maltais","3 années","Mbao, Dakar, Sénégal","Prix sur demande","Chiot bichon maltais","Prix sur demande"
"1738974785-306","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3442911","Chiot pitbull","3 années","Hann Bel-Air, Dakar, Sénégal","250 000 CFA","Chiot pitbull","250 000 CFA"
"1738974789-307","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky Siberien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443479","Chien Husky Siberien","3 années","Dakar Plateau, Dakar, Sénégal","350 000 CFA","Chien Husky Siberien","350 000 CFA"
"1738974793-308","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky Siberien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443483","Chien Husky Siberien","3 années","Dakar Plateau, Dakar, Sénégal","350 000 CFA","Chien Husky Siberien","350 000 CFA"
"1738974796-309","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3449348","Chiot labrador","3 années","Guediawaye, Dakar, Sénégal","350 000 CFA","Chiot labrador","350 000 CFA"
"1738974799-310","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3450883","Chiot Berger Allemand","3 années","Thies, Sénégal","130 000 CFA","Chiot Berger Allemand","130 000 CFA"
"1738974802-311","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot loup métissé","https://sn.coinafrique.com/annonce/chiens/chiot-loup-metisse-3459451","Chiot loup métissé","3 années","Keur Massar, Sénégal","120 000 CFA","Chiot loup métissé","120 000 CFA"
"1738974806-312","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3460832","Chiot berger allemand","3 années","Cambérène, Dakar, Sénégal","165 000 CFA","Chiot berger allemand","165 000 CFA"
"1738974809-313","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Pittbull","https://sn.coinafrique.com/annonce/chiens/chien-pittbull-3474335","Chien Pittbull","3 années","Dakar Plateau, Dakar, Sénégal","350 000 CFA","Chien Pittbull","350 000 CFA"
"1738974812-314","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky","https://sn.coinafrique.com/annonce/chiens/chien-husky-3474340","Chien Husky","3 années","Dakar Plateau, Dakar, Sénégal","400 000 CFA","Chien Husky","400 000 CFA"
"1738974815-315","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichons maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-maltais-3480182","Chiot bichons maltais","3 années","Mbao, Dakar, Sénégal","Prix sur demande","Chiot bichons maltais","Prix sur demande"
"1738974818-316","https://sn.coinafrique.com/categorie/chiens?page=6","Chien","https://sn.coinafrique.com/annonce/chiens/chien-3480830","Chien","3 années","Sicap Liberté, Dakar, Sénégal","350 000 CFA","Chien","350 000 CFA"
"1738974821-317","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Carlin","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-3482498","Chiots Carlin","3 années","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiots Carlin","Prix sur demande"
"1738974825-318","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3486056","Chiot Caniche","3 années","Grand Yoff, Dakar, Sénégal","250 000 CFA","Chiot Caniche","250 000 CFA"
"1738974828-319","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots labrador mâle","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-male-3489190","Chiots labrador mâle","3 années","Guediawaye, Dakar, Sénégal","260 000 CFA","Chiots labrador mâle","260 000 CFA"
"1738974831-320","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3489697","Chiots Bichons maltais","3 années","Mbao, Dakar, Sénégal","Prix sur demande","Chiots Bichons maltais","Prix sur demande"
"1738974834-321","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Doberman","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-3495193","Chiots Doberman","3 années","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiots Doberman","Prix sur demande"
"1738974838-322","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Pékinois","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3498824","Chiots Pékinois","3 années","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiots Pékinois","Prix sur demande"
"1738974841-323","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3499830","Chiot bichon maltais","3 années","Mbao, Dakar, Sénégal","Prix sur demande","Chiot bichon maltais","Prix sur demande"
"1738974843-324","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Pitbull","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3507395","Chien Pitbull","3 années","Dakar, Sénégal","130 000 CFA","Chien Pitbull","130 000 CFA"
"1738974846-325","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","3 années","Keur Massar, Sénégal","200 000 CFA","Chiot Rottweiler","200 000 CFA"
"1738974849-326","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiots","3 années","Mbour, Sénégal","150 000 CFA","Chiots","150 000 CFA"
"1738974852-327","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots caniches","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiots caniches","3 années","Dakar, Sénégal","200 000 CFA","Chiots caniches","200 000 CFA"
"1738974854-328","https://sn.coinafrique.com/categorie/chiens?page=6","Chien","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chien","3 années","Rufisque, Sénégal","Prix sur demande","Chien","Prix sur demande"
"1738974857-329","https://sn.coinafrique.com/categorie/chiens?page=6","Husky blanc sibérie","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","3 années","Dakar Plateau, Dakar, Sénégal","600 000 CFA","Husky blanc sibérie","600 000 CFA"
"1738974860-330","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiots Bichons Maltais","3 années","Mbao, Dakar, Sénégal","Prix sur demande","Chiots Bichons Maltais","Prix sur demande"
"1738974863-331","https://sn.coinafrique.com/categorie/chiens?page=6","Pitbull","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Pitbull","3 années","Guediawaye, Dakar, Sénégal","150 000 CFA","Pitbull","150 000 CFA"
"1738974865-332","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Samoyede","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiots Samoyede","3 années","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiots Samoyede","Prix sur demande"
"1738974868-333","https://sn.coinafrique.com/categorie/chiens?page=6","Chien malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-3526946","Chien malinois","3 années","Sicap Liberté, Dakar, Sénégal","200 000 CFA","Chien malinois","200 000 CFA"
